"id","DC_FC_Assets_Type","DC_FC_Assets_Name","SQL_FC_Account_ID","SQL_Heading_Sequence","SQL_Sequence","SQL_Account_Name_Code","SQL_Account_Name","SQL_Account_Category_Order_Code","SQL_Account_Category_Order","SUB_Account_Category_Order_Code","SUB_Account_Category_Order","SQL_Account_Group_Name_Code","SQL_Account_Group_Name","Accountnumber_ID","January","February","March","April","May","June","July","August","September","October","November","December","Total","Account_Year","SQL_Property","updated_at"
"317","UNDISTRIBUTED EXPENSE","TOTAL UTILITIES EXPENSE","FC_total_utilities_expense_tstps_2_6_undistributed_expense","5","5.5","IS.2","Undistributed Expenses","IS.2.14","Utilities",,,,,"FC_total_utilities_expense_tstps_2_6_undistributed_expense","11713.00","8978.00","18891.00","16216.00","15826.00","21973.00","18431.00","12831.00","15214.00","17258.00","11787.00","11748.00","180865.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"318","UNDISTRIBUTED EXPENSE","GROSS OPERATING PROFIT","FC_gross_operating_profit_tstps_2_6_undistributed_expense","6","6.1","IS.3","Gross Operating Profit","IS.3.1","GOP",,,,,"FC_gross_operating_profit_tstps_2_6_undistributed_expense","118667.00","165724.00","330593.00","382339.00","365360.00","458514.00","449481.00","427286.00","405951.00","422181.00","311410.00","239715.00","4077220.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"319","FIXED EXPENSE","MANAGEMENT FEE","FC_management_fee_tstps_2_6_fixed_expense","7","7.1","IS.2","Management Fees","IS.2.13","Management Fees",,,,,"FC_management_fee_tstps_2_6_fixed_expense","15739.00","16398.00","22071.00","23721.00","24853.00","28874.00","28204.00","27580.00","23836.00","24408.00","21152.00","18710.00","275546.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"320","FIXED EXPENSE","ASSET MANAGEMENT FEES","FC_asset_management_fees_tstps_2_6_fixed_expense","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)",,,,,"FC_asset_management_fees_tstps_2_6_fixed_expense","0.00","0.00","0.00","14788.00","10046.00","9713.00","12053.00","11795.00","14646.00","12000.00","12000.00","12000.00","109041.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"321","FIXED EXPENSE","LIABILITY INSURANCE","FC_liability_insurance_tstps_2_6_fixed_expense","8","8.2","IS.2","Non-Operating Income & Expenses","IS.2.8","Insurance",,,,,"FC_liability_insurance_tstps_2_6_fixed_expense","16020.00","1827.00","19248.00","17000.00","9421.00","26421.00","26421.00","26421.00","26421.00","26000.00","26000.00","26000.00","247202.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"322","FIXED EXPENSE","PROPERTY TAX","FC_property_tax_tstps_2_6_fixed_expense","8","8.1","IS.2","Non-Operating Income & Expenses","IS.2.8","Property & Other Taxes",,,,,"FC_property_tax_tstps_2_6_fixed_expense","28788.00","28509.00","28509.00","28509.00","28233.00","28233.00","28233.00","28377.00","28305.00","28509.00","28509.00","28509.00","341223.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"323","FIXED EXPENSE","EQUIPMENT LEASES","FC_equipment_leases_tstps_2_6_fixed_expense","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)",,,,,"FC_equipment_leases_tstps_2_6_fixed_expense","278.00","281.00","278.00","278.00","266.00","266.00","266.00","266.00","266.00","350.00","350.00","350.00","3497.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"324","FIXED EXPENSE","EBITDA","FC_ebitda_tstps_2_6_fixed_expense","9","9","IS.3","EBITDA","IS.3.2","EBITDA",,,,,"FC_ebitda_tstps_2_6_fixed_expense","57843.00","118710.00","260487.00","298042.00","292541.00","365006.00","354303.00","332846.00","312476.00","330914.00","223399.00","154145.00","3100712.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"325",,"Total Operating Income","calc_FC_total_operating_income_tstps_2_6","2","2.5","IS.1","Revenue","IS.1.5","Total Operating Income",,,,,"calc_FC_total_operating_income_tstps_2_6","530519.00","549663.00","739859.00","790939.00","830889.00","946649.00","944102.00","927753.00","791964.00","813610.00","705059.00","623671.00","0.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"326",,"Total Department Expense","calc_FC_total_department_expense_tstps_2_6","3","3.5","IS.2","Department Expenses","IS.2.5","Total Department Expense",,,,,"calc_FC_total_department_expense_tstps_2_6","220307.00","195141.00","215608.00","213798.00","246172.00","261783.00","258909.00","261386.00","186131.00","191320.00","203639.00","201810.00","0.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"327",,"Department Profit (Loss)","calc_FC_department_profit_loss_tstps_2_6","4","4.1","IS.4","Department Profit (Loss","IS.4.1","Department Profit (Loss)",,,,,"calc_FC_department_profit_loss_tstps_2_6","310212.00","354522.00","524251.00","577141.00","584716.00","684866.00","685193.00","666367.00","605832.00","622290.00","501420.00","421861.00","0.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"328",,"Total Undistributed Expenses","calc_FC_total_undistributed_expenses_tstps_2_6","5","5.6","IS.5","Undistributed Expenses","IS.5.6","Total Undistributed Expenses",,,,,"calc_FC_total_undistributed_expenses_tstps_2_6","191545.00","188797.00","193658.00","194803.00","219356.00","226353.00","235713.00","239081.00","199881.00","200109.00","190010.00","182146.00","0.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"329",,"GOP Margin","calc_FC_gop_margin_tstps_2_6","6","6.2","IS.3","Gross Operating Profit","IS.3.5","GOP Margin",,,,,"calc_FC_gop_margin_tstps_2_6","22.37","30.15","44.68","48.34","43.97","48.44","47.61","46.06","51.26","51.89","44.17","38.44","0.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"330",,"Income before Non-Operating Inc&Exp","calc_FC_income_before_non-operating_incexp_tstps_2_6","7","7.2","IS.7","Income Before Non-Operating Inc & Exp","IS.7.1","Income before Non-Operating Inc&Exp",,,,,"calc_FC_income_before_non-operating_incexp_tstps_2_6","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"331",,"Total Non-Operating Income & Expenses","calc_FC_total_non-operating_income_and_expenses_tstps_2_6","8","8.4","IS.8","Total Non-Operating Income & Expenses","IS.8.4","Total Non-Operating Income & Expenses",,,,,"calc_FC_total_non-operating_income_and_expenses_tstps_2_6","60825.00","47015.00","70106.00","84296.00","72820.00","93508.00","95177.00","94440.00","93475.00","91267.00","88011.00","85569.00","0.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"332",,"NOI Margin","calc_FC_noi_margin_tstps_2_6","11","11.2","IS.11","NOI Margin","IS.11.1","NOI Margin",,,,,"calc_FC_noi_margin_tstps_2_6","10.90","21.60","35.21","37.68","35.21","38.56","37.53","35.88","39.46","40.67","31.69","24.72","0.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"333",,"Available Rooms","FC_available_rooms_surml_2_7","1","1.1","OD.1","Operational Data","OD.1.1","Available Rooms",,,,,"FC_available_rooms_surml_2_7","620.00","580.00","620.00","600.00","620.00","600.00","620.00","620.00","600.00","620.00","600.00","620.00",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"334",,"Occupancy - Total","FC_occupancy_total_surml_2_7","1","1.3","OD.1","Operational Data","OD.1.3","Occupancy %",,,,,"FC_occupancy_total_surml_2_7","51.00","0.00","71.00","0.00","82.00","0.00","88.00","0.00","88.00","0.00","89.00","0.00",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"335",,"Rooms Sold","FC_rooms_sold_surml_2_7","1","1.2","OD.1","Operational Data","OD.1.2","Rooms Sold",,,,,"FC_rooms_sold_surml_2_7","306.00","411.00","505.00","524.00","541.00","532.00","548.00","537.00","528.00","459.00","450.00","316.00",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"336",,"ADR - Total","FC_adr_total_surml_2_7","1","1.4","OD.1","Operational Data","OD.1.4","Average Rate",,,,,"FC_adr_total_surml_2_7","581.59","627.31","661.52","700.00","685.00","691.31","758.82","806.27","652.02","620.90","601.11","570.58",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"337",,"REVPAR","FC_revpar_surml_2_7","1","1.5","OD.1","Operational Data","OD.1.5","RevPar",,,,,"FC_revpar_surml_2_7","296.42","445.61","544.16","614.83","580.77","616.42","671.92","704.84","586.82","466.68","450.83","290.81",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"338","OPERATING REVENUE","Rooms","FC_rooms_surml_2_7_operating_revenue","2","2.1","IS.1","Revenue","IS.1.1","Room Revenue","IS.1.1.1","Rooms",,,"FC_rooms_surml_2_7_operating_revenue","183781.00","258453.00","337377.00","368898.00","360077.00","369851.00","416591.00","437001.00","352090.00","289339.00","270500.00","180304.00",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"339","OPERATING REVENUE","Food & Beverage","FC_food_and_beverage_surml_2_7_operating_revenue","2","2.2","IS.1","Revenue","IS.1.2","F&B Revenue","IS.1.2.1","Food & Beverage",,,"FC_food_and_beverage_surml_2_7_operating_revenue","50433.00","36111.00","42128.00","76451.00","71728.00","63740.00","65502.00","72182.00","103601.00","59697.00","42235.00","45466.00",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"340","OPERATING REVENUE","Minibar","FC_minibar_surml_2_7_operating_revenue","2","2.4","IS.1","Revenue","IS.1.4","Miscellaneous Revenue","IS.1.4.1","Miscellaneous",,,"FC_minibar_surml_2_7_operating_revenue","1866.00","2459.00","2885.00","2214.00","2828.00","2549.00","3274.00","2841.00","2275.00","1959.00","1800.00","1264.00",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"341","OPERATING REVENUE","Minor Ops","FC_minor_ops_surml_2_7_operating_revenue","2","2.3","IS.1","Revenue","IS.1.3","Other Revenue","IS.1.3.1","Total Other Operated Departments",,,"FC_minor_ops_surml_2_7_operating_revenue","20477.00","35204.00","59019.00","51515.00","54775.00","65866.00","56178.00","50318.00","45223.00","35052.00","54107.27","45437.44",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"342","OPERATING  EXPENSES","Rooms","FC_rooms_surml_2_7_operating_expenses","3","3.1","IS.2","Department Expenses","IS.2.1","Room Expense","IS.2.1.13","Hourly Wages",,,"FC_rooms_surml_2_7_operating_expenses","42247.00","50802.00","56827.00","67917.00","86167.00","82823.00","70159.00","69018.00","69609.00","70302.00","60939.43","55238.17",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"343","OPERATING  EXPENSES","Food & Beverage","FC_food_and_beverage_surml_2_7_operating_expenses","3","3.2","IS.2","Department Expenses","IS.2.2","F&B Expense","IS.2.2.2","Food Cost",,,"FC_food_and_beverage_surml_2_7_operating_expenses","55684.00","40839.00","38700.00","55205.00","73963.00","58318.00","63085.00","65303.00","67557.00","49837.00","51187.19","50781.81",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"344","OPERATING  EXPENSES","Minibar","FC_minibar_surml_2_7_operating_expenses","3","3.4","IS.2","Department Expenses","IS.2.4","Miscellaneous Expense","IS.2.4.1","Miscellaneous",,,"FC_minibar_surml_2_7_operating_expenses","848.00","1297.00","1159.00","358.00","1128.00","750.00","1253.00","1235.00","1419.00","779.00","720.00","505.60",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"345","OPERATING  EXPENSES","Minor Ops","FC_minor_ops_surml_2_7_operating_expenses","3","3.3","IS.2","Department Expenses","IS.2.3","Other Expense","IS.2.3.1","Other Expense",,,"FC_minor_ops_surml_2_7_operating_expenses","3499.00","9154.00","11029.00","10230.00","4538.00","11234.00","13448.00","9745.00","10086.00","8934.00","6967.57","5719.02",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"346","NON OPERATING INCOME & EXPENSES","Rent & Leases","FC_rent_and_leases_surml_2_7_non_operating_income_and_expenses","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.10","Other",,,"FC_rent_and_leases_surml_2_7_non_operating_income_and_expenses","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00","2500.00",,"2024","Surfrider Malibu","2024-12-21 12:15:04"
"347","NON OPERATING INCOME & EXPENSES","Property & Other Taxes","FC_property_and_other_taxes_surml_2_7_non_operating_income_and_expenses","8","8.1","IS.2","Non-Operating Income & Expenses","IS.2.8","Property & Other Taxes","IS.2.8.11","Property & Other Taxes",,,"FC_property_and_other_taxes_surml_2_7_non_operating_income_and_expenses","27211.00","27715.00","27715.00","27715.00","27715.00","27715.00","27715.00","27715.00","27715.00","27715.00","27715.00","27715.00",,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"348","NON OPERATING INCOME & EXPENSES","Insurance","FC_insurance_surml_2_7_non_operating_income_and_expenses","8","8.2","IS.2","Non-Operating Income & Expenses","IS.2.8","Insurance","IS.2.8.13","Insurance General",,,"FC_insurance_surml_2_7_non_operating_income_and_expenses","10651.00","13609.00","11084.00","11084.00","11084.00","11084.00","11084.00","11372.00","11007.00","11007.00","11007.19","11007.19",,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"349","NON OPERATING INCOME & EXPENSES","Other","FC_other_surml_2_7_non_operating_income_and_expenses","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.10","Other",,,"FC_other_surml_2_7_non_operating_income_and_expenses","1965.00","22433.00","1696.00","4167.00","4543.00","4931.00","4167.00","4166.00","4166.67","4167.00","4166.67","4166.67",,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"350",,"Total Operating Income","calc_FC_total_operating_income_surml_2_7","2","2.5","IS.1","Revenue","IS.1.5","Total Operating Income",,,,,"calc_FC_total_operating_income_surml_2_7","256557.00","441409.00","489408.00","541545.00","503189.00","368642.27",,,,,,,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"351",,"Total Department Expense","calc_FC_total_department_expense_surml_2_7","3","3.5","IS.2","Department Expenses","IS.2.5","Total Department Expense",,,,,"calc_FC_total_department_expense_surml_2_7","102278.00","107715.00","165796.00","147945.00","148671.00","119814.19",,,,,,,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"352",,"Department Profit (Loss)","calc_FC_department_profit_loss_surml_2_7","4","4.1","IS.4","Department Profit (Loss","IS.4.1","Department Profit (Loss)",,,,,"calc_FC_department_profit_loss_surml_2_7","154279.00","333694.00","323612.00","393600.00","354518.00","248828.08",,,,,,,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"353",,"Total Undistributed Expenses","calc_FC_total_undistributed_expenses_surml_2_7","5","5.6","IS.5","Undistributed Expenses","IS.5.6","Total Undistributed Expenses",,,,,"calc_FC_total_undistributed_expenses_surml_2_7","94594.00","107277.00","99958.00","84993.00","84479.00","111173.39",,,,,,,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"354",,"GOP Margin","calc_FC_gop_margin_surml_2_7","6","6.2","IS.3","Gross Operating Profit","IS.3.5","GOP Margin",,,,,"calc_FC_gop_margin_surml_2_7","23.26","51.29","45.70","56.99","53.67","37.34",,,,,,,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"355",,"Income before Non-Operating Inc&Exp","calc_FC_income_before_non-operating_incexp_surml_2_7","7","7.2","IS.7","Income Before Non-Operating Inc & Exp","IS.7.1","Income before Non-Operating Inc&Exp",,,,,"calc_FC_income_before_non-operating_incexp_surml_2_7","49417.00","208761.00","204078.00","286945.00","249911.00","122909.00",,,,,,,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"356",,"Total Non-Operating Income & Expenses","calc_FC_total_non-operating_income_and_expenses_surml_2_7","8","8.4","IS.8","Total Non-Operating Income & Expenses","IS.8.4","Total Non-Operating Income & Expenses",,,,,"calc_FC_total_non-operating_income_and_expenses_surml_2_7","42327.00","42995.00","45842.00","45466.00","45388.67","45388.86",,,,,,,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
"357",,"NOI Margin","calc_FC_noi_margin_surml_2_7","11","11.2","IS.11","NOI Margin","IS.11.1","NOI Margin",,,,,"calc_FC_noi_margin_surml_2_7","-62.66","-0.24","-2.83","13.27","5.53","-23.46",,,,,,,,"2024","Surfrider Malibu","2024-12-21 12:15:05"
