"id","DC_BD_Assets_Type","DC_BD_Assets_Name","SQL_BD_Account_ID","SQL_Heading_Sequence","SQL_Sequence","SQL_Account_Name_Code","SQL_Account_Name","SQL_Account_Category_Order_Code","SQL_Account_Category_Order","SUB_Account_Category_Order_Code","SUB_Account_Category_Order","SQL_Account_Group_Name_Code","SQL_Account_Group_Name","Accountnumber_ID","January","February","March","April","May","June","July","August","September","October","November","December","Total","Por_Per_Rev","Account_Year","SQL_Property","updated_at"
"300","OPERATING REVENUE","Other Operated Departments","BD_other_operated_departments_syrck_4_2_operating_revenue","2","2.3","IS.1","Revenue","IS.1.3","Other Revenue","IS.1.3.1","Total Other Operated Departments",,,"BD_other_operated_departments_syrck_4_2_operating_revenue","32749.00","40470.00","50286.00","52451.00","52576.00","38180.00","31844.00","32110.00","38802.00","47055.00","43115.00","41411.00","501047.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"301","Departmental Expenses","Rooms","BD_rooms_syrck_4_2_departmental_expenses","3","3.1","IS.2","Department Expenses","IS.2.1","Room Expense","IS.2.1.13","Hourly Wages",,,"BD_rooms_syrck_4_2_departmental_expenses","123776.00","143923.00","186166.00","196165.00","197731.00","143200.00","124958.00","126137.00","150822.00","178623.00","164546.00","158129.00","1894176.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"302","Departmental Expenses","Food & Beverage","BD_food_and_beverage_syrck_4_2_departmental_expenses","3","3.2","IS.2","Department Expenses","IS.2.2","F&B Expense","IS.2.2.2","Food Cost",,,"BD_food_and_beverage_syrck_4_2_departmental_expenses","37988.00","39195.00","45691.00","46727.00","46924.00","39606.00","37724.00","37858.00","40718.00","44248.00","40362.00","42348.00","499390.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"303","Departmental Expenses","Other Operated Departments","BD_other_operated_departments_syrck_4_2_departmental_expenses","3","3.3","IS.2","Department Expenses","IS.2.3","Other Expense","IS.2.3.1","Other Expense",,,"BD_other_operated_departments_syrck_4_2_departmental_expenses","1951.00","2411.00","2996.00","3125.00","3132.00","2275.00","1897.00","1913.00","2312.00","2803.00","2569.00","2467.00","29851.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"304","UNDISTRIBUTED OPERATING EXPENSES","Administrative & General","BD_administrative_and_general_syrck_4_2_undistributed_operating_expenses","5","5.1","IS.2","Undistributed Expenses","IS.2.4","A&G Expense","IS.2.4.1","Administrative & General",,,"BD_administrative_and_general_syrck_4_2_undistributed_operating_expenses","65720.00","66933.00","95009.00","88274.00","81711.00","68330.00","67338.00","66329.00","77321.00","85914.00","80802.00","73057.00","916737.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"305","UNDISTRIBUTED OPERATING EXPENSES","Information & Telecommunications Sys.","BD_information_and_telecommunications_sys._syrck_4_2_undistributed_operating_expenses","5","5.2","IS.2","Undistributed Expenses","IS.2.5","Information & Telecommunications","IS.2.5.8","TOTAL I&TS CONT.",,,"BD_information_and_telecommunications_sys._syrck_4_2_undistributed_operating_expenses","10993.00","10993.00","10993.00","10993.00","10993.00","10993.00","10993.00","10993.00","10993.00","10993.00","10993.00","10993.00","131916.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"306","UNDISTRIBUTED OPERATING EXPENSES","Sales & Marketing","BD_sales_and_marketing_syrck_4_2_undistributed_operating_expenses","5","5.3","IS.2","Undistributed Expenses","IS.2.6","Sales & Marketing","IS.2.6.1","Sales & Marketing",,,"BD_sales_and_marketing_syrck_4_2_undistributed_operating_expenses","96193.00","104820.00","124098.00","125013.00","111998.00","86069.00","80735.00","80985.00","103114.00","129132.00","102112.00","95473.00","1239742.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"307","UNDISTRIBUTED OPERATING EXPENSES","Property Operations & Maintenance","BD_property_operations_and_maintenance_syrck_4_2_undistributed_operating_expenses","5","5.4","IS.2","Undistributed Expenses","IS.2.7","Maintenance","IS.2.7.5","Hourly Wages",,,"BD_property_operations_and_maintenance_syrck_4_2_undistributed_operating_expenses","29688.00","29314.00","33424.00","31446.00","31719.00","30646.00","30952.00","31241.00","30524.00","31993.00","30441.00","30047.00","371435.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"308","UNDISTRIBUTED OPERATING EXPENSES","Energy Costs","BD_energy_costs_syrck_4_2_undistributed_operating_expenses","5","5.5","IS.2","Undistributed Expenses","IS.2.14","Utilities","IS.2.14.1","Utilities",,,"BD_energy_costs_syrck_4_2_undistributed_operating_expenses","16877.00","20541.00","25518.00","26616.00","26679.00","19380.00","16168.00","16303.00","19696.00","23881.00","21883.00","21019.00","254559.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"309","UNDISTRIBUTED OPERATING EXPENSES","Gross Operating Profit (GOP)","BD_gross_operating_profit_gop_syrck_4_2_undistributed_operating_expenses","6","6.1","IS.3","Gross Operating Profit","IS.3.1","GOP","IS.3.1.1","Gross Operating Profit",,,"BD_gross_operating_profit_gop_syrck_4_2_undistributed_operating_expenses","3519.00","167731.00","513114.00","670485.00","425984.00","123360.00","55742.00","84430.00","400291.00","589355.00","358544.00","233925.00","3626478.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"310","UNDISTRIBUTED OPERATING EXPENSES","Management Fees","BD_management_fees_syrck_4_2_undistributed_operating_expenses","7","7.1","IS.2","Management Fees","IS.2.13","Management Fees","IS.2.13.1","Management Fees",,,"BD_management_fees_syrck_4_2_undistributed_operating_expenses","11601.00","17576.00","31110.00","35965.00","28106.00","15716.00","12786.00","13686.00","25074.00","32908.00","24368.00","20024.00","268920.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"311","Non-Operating Income & Expenses","Income","BD_income_syrck_4_2_non-operating_income_and_expenses","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.1-","Other",,,"BD_income_syrck_4_2_non-operating_income_and_expenses","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"312","Non-Operating Income & Expenses","Rent","BD_rent_syrck_4_2_non-operating_income_and_expenses","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.1-","Other",,,"BD_rent_syrck_4_2_non-operating_income_and_expenses","528.00","1040.00","1040.00","1040.00","1040.00","1040.00","1040.00","1040.00","1040.00","1040.00","1040.00","1040.00","11968.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"313","Non-Operating Income & Expenses","Property & Other taxes","BD_property_and_other_taxes_syrck_4_2_non-operating_income_and_expenses","8","8.1","IS.2","Non-Operating Income & Expenses","IS.2.8","Property & Other Taxes","IS.2.8.11","Property & Other Taxes",,,"BD_property_and_other_taxes_syrck_4_2_non-operating_income_and_expenses","11372.00","11372.00","11372.00","11372.00","11372.00","11372.00","11372.00","11372.00","11372.00","11372.00","11372.00","11372.00","136467.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"314","Non-Operating Income & Expenses","Insurance","BD_insurance_syrck_4_2_non-operating_income_and_expenses","8","8.2","IS.2","Non-Operating Income & Expenses","IS.2.8","Insurance","IS.2.8.13","Insurance General",,,"BD_insurance_syrck_4_2_non-operating_income_and_expenses","11380.00","11380.00","11380.00","11380.00","11380.00","11380.00","11380.00","11380.00","11380.00","11380.00","11380.00","11380.00","136565.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"315","Non-Operating Income & Expenses","Other","BD_other_syrck_4_2_non-operating_income_and_expenses","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.1-","Other",,,"BD_other_syrck_4_2_non-operating_income_and_expenses","608.00","10608.00","5608.00","-14392.00","608.00","608.00","608.00","608.00","608.00","608.00","608.00","608.00","7296.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"316","Non-Operating Income & Expenses","Capital Improvement Reserve","BD_capital_improvement_reserve_syrck_4_2_non-operating_income_and_expenses","10","10","IS.2","Replacement Reserve","IS.2.12","Replacement Reserve","IS.2.12.1","Replacement Reserve",,,"BD_capital_improvement_reserve_syrck_4_2_non-operating_income_and_expenses","15468.00","23434.00","41480.00","47954.00","37475.00","20954.00","17060.00","18247.00","33432.00","43878.00","32490.00","26698.00","358571.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"317","Non-Operating Income & Expenses","EBITDA Less Replacement Reserve","BD_ebitda_less_replacement_reserve_syrck_4_2_non-operating_income_and_expenses","9","9","IS.3","EBITDA","IS.3.2","EBITDA","IS.3.2.1","EBITDA",,,"BD_ebitda_less_replacement_reserve_syrck_4_2_non-operating_income_and_expenses","-47439.00","92320.00","411122.00","577165.00","336002.00","62290.00","1495.00","28096.00","317385.00","488168.00","277285.00","162802.00","2706692.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"318",,"Total Operating Income","calc_BD_total_operating_income_syrck_4_2","2","2.5","IS.2","Revenue","IS.2.5","Total Operating Income",,,,,"calc_BD_total_operating_income_syrck_4_2","386705.00","585861.00","1037010.00","1198844.00","936871.00","523858.00","426507.00","456187.00","835791.00","1096942.00","812252.00","667457.00","8964282.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"319",,"Total Department Expense","calc_BD_total_department_expense_syrck_4_2","3","3.5","IS.2","Department Expenses","IS.2.5","Total Department Expense",,,,,"calc_BD_total_department_expense_syrck_4_2","163715.00","185529.00","234853.00","246017.00","247787.00","185081.00","164579.00","165908.00","193852.00","225674.00","207477.00","202944.00","2423417.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"320",,"Department Profit (Loss)","calc_BD_department_profit_loss_syrck_4_2","4","4.1","IS.4","Department Profit (Loss)","IS.4.1","Department Profit (Loss)",,,,,"calc_BD_department_profit_loss_syrck_4_2","222990.00","400332.00","802157.00","952827.00","689084.00","338777.00","261928.00","290279.00","641939.00","871268.00","604775.00","464513.00","6540865.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"321",,"Total Undistributed Expenses","calc_BD_total_undistributed_expenses_syrck_4_2","5","5.6","IS.5","Undistributed Expenses","IS.5.6","Total Undistributed Expenses",,,,,"calc_BD_total_undistributed_expenses_syrck_4_2","153751.00","165668.00","194033.00","194068.00","181389.00","147088.00","138848.00","139522.00","164327.00","195999.00","165429.00","157532.00","1997652.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"322",,"GOP Margin","calc_BD_gop_margin_syrck_4_2","6","6.2","IS.6","Gross Operating Profit","IS.6.1","GOP Margin",,,,,"calc_BD_gop_margin_syrck_4_2","0.91","28.63","49.48","55.93","45.47","23.55","13.07","18.51","47.89","53.73","44.14","35.05","40.45",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"323",,"Income before Non-Operating Inc&Exp","calc_BD_income_before_non-operating_incexp_syrck_4_2","7","7.2","IS.7","Income Before Non-Operating Inc & Exp","IS.7.1","Income before Non-Operating Inc&Exp",,,,,"calc_BD_income_before_non-operating_incexp_syrck_4_2","-8082.00","150155.00","482004.00","634520.00","397878.00","107644.00","42956.00","70744.00","375217.00","556447.00","334176.00","213901.00","3357558.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"324",,"Total Non-Operating Income & Expenses","calc_BD_total_non-operating_income_and_expenses_syrck_4_2","8","8.4","IS.8","Total Non-Operating Income & Expenses","IS.8.4","Total Non-Operating Income & Expenses",,,,,"calc_BD_total_non-operating_income_and_expenses_syrck_4_2","23888.00","34400.00","29400.00","9400.00","24400.00","24400.00","24400.00","24400.00","24400.00","24400.00","24400.00","24400.00","292296.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"325",,"NOI Margin","calc_BD_noi_margin_syrck_4_2","11","11.2","IS.11","NOI Margin","IS.11.1","NOI Margin",,,,,"calc_BD_noi_margin_syrck_4_2","-12.27","15.76","39.64","48.14","35.86","11.89","0.35","6.16","37.97","44.50","34.14","24.39","30.19",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"326",,"AVAILABLE ROOMS","BD_available_rooms_tstps_2_6","1","1.1","OD.1","Operational Data","OD.1.1","Available Rooms","0","0",,,"BD_available_rooms_tstps_2_6","2697.00","2523.00","2697.00","2610.00","2697.00","2610.00","2697.00","2697.00","2610.00","2697.00","2610.00","2697.00","31842.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"327",,"OCCUPIED ROOMS","BD_occupied_rooms_tstps_2_6","1","1.2","OD.1","Operational Data","OD.1.2","Rooms Sold",,,,,"BD_occupied_rooms_tstps_2_6","1911.00","1808.00","1859.00","2142.00","2161.00","2260.00","2414.00","2272.00","2290.00","2141.00","1912.00","2102.00","25272.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"328",,"OCCUPANCY %","BD_occupancy_tstps_2_6","1","1.3","OD.1","Operational Data","OD.1.3","Occupancy %",,,,,"BD_occupancy_tstps_2_6","70.90","71.70","68.90","82.10","80.10","86.60","89.50","84.20","87.70","79.40","73.30","77.90","79.40",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"329",,"AVERAGE ROOM RATE","BD_average_room_rate_tstps_2_6","1","1.4","OD.1","Operational Data","OD.1.4","Average Rate",,,,,"BD_average_room_rate_tstps_2_6","254.51","270.84","289.28","304.58","312.29","344.93","353.01","343.08","334.38","319.81","311.45","255.89","310.07",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"330",,"Total RevPAR","BD_total_revpar_tstps_2_6","1","1.5","OD.1","Operational Data","OD.1.5","RevPar",,,,,"BD_total_revpar_tstps_2_6","228.07","244.34","251.80","315.35","319.97","378.94","400.12","365.99","368.25","320.74","286.33","257.32","311.52",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"331","DEPARTMENT REVENUE","TOTAL ROOMS REVENUE","BD_total_rooms_revenue_tstps_2_6_department_revenue","2","2.1","IS.1","Revenue","IS.1.1","Room Revenue","IS.1.1.1","Rooms",,,"BD_total_rooms_revenue_tstps_2_6_department_revenue","486377.00","489678.00","537765.00","652402.00","674851.00","779545.00","852157.00","779489.00","765735.00","684707.00","595495.00","537883.00","7836084.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"332","DEPARTMENT REVENUE","TOTAL FOOD REVENUE","BD_total_food_revenue_tstps_2_6_department_revenue","2","2.2","IS.1","Revenue","IS.1.2","F&B Revenue","IS.1.2.1","Food & Beverage",,,"BD_total_food_revenue_tstps_2_6_department_revenue","49074.00","49220.00","57420.00","69735.00","76673.00","90412.00","99887.00","88197.00","85778.00","78976.00","63352.00","65287.00","874011.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"333","DEPARTMENT REVENUE","TOTAL BEVERAGE REVENUE","BD_total_beverage_revenue_tstps_2_6_department_revenue","2","2.2","IS.1","Revenue","IS.1.2","F&B Revenue","IS.1.2.1","Food & Beverage",,,"BD_total_beverage_revenue_tstps_2_6_department_revenue","31634.00","32170.00","36209.00","45936.00","47422.00","52086.00","55499.00","52278.00","49984.00","46405.00","39627.00","37575.00","526825.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"334","DEPARTMENT REVENUE","TOTAL OTHER INCOME REVENUE","BD_total_other_income_revenue_tstps_2_6_department_revenue","2","2.3","IS.1","Revenue","IS.1.3","Other Revenue","IS.1.3.1","Total Other Operated Departments",,,"BD_total_other_income_revenue_tstps_2_6_department_revenue","48006.00","45406.00","47715.00","54979.00","64008.00","66980.00","71592.00","67116.00","59648.00","54955.00","48844.00","53240.00","682489.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"335","DEPARTMENT EXPENSE","ROOM EXPENSE MINUS TA COMMISSION","BD_room_expense_minus_ta_commission_tstps_2_6_department_expense","3","3.1","IS.2","Department Expenses","IS.2.1","Room Expense","IS.2.1.13","Hourly Wages",,,"BD_room_expense_minus_ta_commission_tstps_2_6_department_expense","127808.00","117400.00","127287.00","131713.00","132192.00","134099.00","141429.00","137594.00","137277.00","134204.00","121563.00","124475.00","1567041.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"336","DEPARTMENT EXPENSE","TRAVEL AGENT COMMISSIONS","BD_travel_agent_commissions_tstps_2_6_department_expense","3","3.1","IS.2","Department Expenses","IS.2.1","Room Expense","IS.2.1.13","Hourly Wages",,,"BD_travel_agent_commissions_tstps_2_6_department_expense","11673.00","11752.00","12906.00","15658.00","16196.00","18709.00","20452.00","18708.00","18378.00","16433.00","14292.00","12909.00","188066.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"337","DEPARTMENT EXPENSE","TOTAL FOOD EXPENSE","BD_total_food_expense_tstps_2_6_department_expense","3","3.2","IS.2","Department Expenses","IS.2.2","F&B Expense","IS.2.2.2","Food Cost",,,"BD_total_food_expense_tstps_2_6_department_expense","68498.00","62072.00","70202.00","76713.00","82185.00","84034.00","88876.00","85080.00","82501.00","80680.00","75451.00","74781.00","931073.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"338","DEPARTMENT EXPENSE","TOTAL BEVERAGE EXPENSE","BD_total_beverage_expense_tstps_2_6_department_expense","3","3.2","IS.2","Department Expenses","IS.2.2","F&B Expense","IS.2.2.2","Food Cost",,,"BD_total_beverage_expense_tstps_2_6_department_expense","15435.00","14894.00","16519.00","18552.00","19450.00","19863.00","20966.00","20102.00","19634.00","18959.00","17239.00","16875.00","218489.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"339","DEPARTMENT EXPENSE","TOTAL OTHER INCOME EXPENSE","BD_total_other_income_expense_tstps_2_6_department_expense","3","3.3","IS.2","Department Expenses","IS.2.3","Other Expense","IS.2.3.1","Other Expense",,,"BD_total_other_income_expense_tstps_2_6_department_expense","2007.00","1898.00","1952.00","2249.00","2269.00","2373.00","2535.00","2386.00","2405.00","2248.00","2008.00","2207.00","26536.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"340","UNDISTRIBUTED EXPENSE","TOTAL ADMIN AND GENERAL EXPENSE","BD_total_admin_and_general_expense_tstps_2_6_undistributed_expense","5","5.1","IS.2","Undistributed Expenses","IS.2.4","A&G Expense","IS.2.4.1","Administrative & General",,,"BD_total_admin_and_general_expense_tstps_2_6_undistributed_expense","33371.00","34883.00","32431.00","32347.00","32347.00","32543.00","33050.00","35138.00","33212.00","33370.00","32861.00","33210.00","398763.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"341","UNDISTRIBUTED EXPENSE","CREDIT CARD COMMISSIONS","BD_credit_card_commissions_tstps_2_6_undistributed_expense","5","5.1","IS.2","Undistributed Expenses","IS.2.4","A&G Expense","IS.2.4.1","Administrative & General",,,"BD_credit_card_commissions_tstps_2_6_undistributed_expense","16115.00","16152.00","17793.00","21564.00","22609.00","25912.00","28273.00","25861.00","25182.00","22664.00","19580.00","18182.00","259889.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"342","UNDISTRIBUTED EXPENSE","TOTAL INFORMATION & TELECOMMUNICATIONS EXPENSE","BD_total_information_and_telecommunications_expense_tstps_2_6_undistributed_expense","5","5.2","IS.2","Undistributed Expenses","IS.2.5","Information & Telecommunications","IS.2.5.8","TOTAL I&TS CONT.",,,"BD_total_information_and_telecommunications_expense_tstps_2_6_undistributed_expense","2241.00","2241.00","2241.00","2241.00","2241.00","2241.00","2241.00","2241.00","2241.00","2241.00","2241.00","2241.00","26892.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"343","UNDISTRIBUTED EXPENSE","TOTAL FRANCHISE FEES","BD_total_franchise_fees_tstps_2_6_undistributed_expense","5","5.3","IS.2","Undistributed Expenses","IS.2.6","Sales & Marketing","IS.2.6.1","Sales & Marketing",,,"BD_total_franchise_fees_tstps_2_6_undistributed_expense","40348.00","40589.00","45248.00","53898.00","55359.00","62951.00","68244.00","63620.00","61264.00","55905.00","48987.00","44838.00","641253.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"344","UNDISTRIBUTED EXPENSE","TOTAL SALES & MARKETING EXPENSE","BD_total_sales_and_marketing_expense_tstps_2_6_undistributed_expense","5","5.3","IS.2","Undistributed Expenses","IS.2.6","Sales & Marketing","IS.2.6.1","Sales & Marketing",,,"BD_total_sales_and_marketing_expense_tstps_2_6_undistributed_expense","38498.00","43611.00","43642.00","45033.00","40249.00","38659.00","46039.00","38984.00","38254.00","37867.00","39420.00","38233.00","488489.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"345","UNDISTRIBUTED EXPENSE","TOTAL REPAIRS & MAINTENANCE EXPENSE","BD_total_repairs_and_maintenance_expense_tstps_2_6_undistributed_expense","5","5.4","IS.2","Undistributed Expenses","IS.2.7","Maintenance","IS.2.7.5","Hourly Wages",,,"BD_total_repairs_and_maintenance_expense_tstps_2_6_undistributed_expense","34192.00","32249.00","33407.00","39963.00","36966.00","36246.00","37056.00","36533.00","36347.00","35464.00","34411.00","35379.00","428212.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"346","UNDISTRIBUTED EXPENSE","TOTAL UTILITIES EXPENSE","BD_total_utilities_expense_tstps_2_6_undistributed_expense","5","5.5","IS.2","Undistributed Expenses","IS.2.14","Utilities","IS.2.14.1","Utilities",,,"BD_total_utilities_expense_tstps_2_6_undistributed_expense","16856.00","15947.00","16395.00","18883.00","19050.00","19921.00","21276.00","20027.00","20185.00","18874.00","16859.00","18536.00","222808.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"347","UNDISTRIBUTED EXPENSE","GROSS OPERATING PROFIT","BD_gross_operating_profit_tstps_2_6_undistributed_expense","6","6.1","IS.3","Gross Operating Profit","IS.3.1","GOP","IS.3.1.1","Gross Operating Profit",,,"BD_gross_operating_profit_tstps_2_6_undistributed_expense","208049.00","222785.00","259086.00","364239.00","401840.00","511472.00","568698.00","500805.00","484266.00","406133.00","322407.00","272118.00","4521898.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"348","FIXED EXPENSE","MANAGEMENT FEE","BD_management_fee_tstps_2_6_fixed_expense","7","7.1","IS.2","Management Fees","IS.2.13","Management Fees","IS.2.13.1","Management Fees",,,"BD_management_fee_tstps_2_6_fixed_expense","18453.00","18494.00","20373.00","24692.00","25889.00","29671.00","32374.00","29612.00","28834.00","25951.00","22420.00","20820.00","297582.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"349","FIXED EXPENSE","ASSET MANAGEMENT FEES","BD_asset_management_fees_tstps_2_6_fixed_expense","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.1-","Other",,,"BD_asset_management_fees_tstps_2_6_fixed_expense","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"350","FIXED EXPENSE","LIABILITY INSURANCE","BD_liability_insurance_tstps_2_6_fixed_expense","8","8.2","IS.2","Non-Operating Income & Expenses","IS.2.8","Insurance","IS.2.8.13","Insurance General",,,"BD_liability_insurance_tstps_2_6_fixed_expense","17530.00","17530.00","17530.00","17530.00","17530.00","17530.00","17530.00","17530.00","17530.00","19108.00","19108.00","19108.00","215094.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"351","FIXED EXPENSE","PROPERTY TAX","BD_property_tax_tstps_2_6_fixed_expense","8","8.1","IS.2","Non-Operating Income & Expenses","IS.2.8","Property & Other Taxes","IS.2.8.11","Property & Other Taxes",,,"BD_property_tax_tstps_2_6_fixed_expense","28509.00","28509.00","28509.00","28509.00","28509.00","28509.00","28509.00","28509.00","28509.00","28509.00","28509.00","28509.00","342108.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"352","FIXED EXPENSE","PERSONAL PROPERTY TAX","BD_personal_property_tax_tstps_2_6_fixed_expense","8","8.1","IS.2","Non-Operating Income & Expenses","IS.2.8","Property & Other Taxes","IS.2.8.11","Property & Other Taxes",,,"BD_personal_property_tax_tstps_2_6_fixed_expense","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"353","FIXED EXPENSE","EQUIPMENT LEASES","BD_equipment_leases_tstps_2_6_fixed_expense","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.1-","Other",,,"BD_equipment_leases_tstps_2_6_fixed_expense","350.00","350.00","350.00","350.00","350.00","350.00","350.00","350.00","350.00","350.00","350.00","350.00","4200.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:04"
"354","FIXED EXPENSE","EBITDA","BD_ebitda_tstps_2_6_fixed_expense","9","9","IS.3","EBITDA","IS.3.2","EBITDA","IS.3.2.1","EBITDA",,,"BD_ebitda_tstps_2_6_fixed_expense","143207.00","157902.00","192323.00","293159.00","329562.00","435412.00","489935.00","424804.00","409043.00","332215.00","252021.00","203331.00","3662914.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:05"
"355",,"Total Operating Income","calc_BD_total_operating_income_tstps_2_6","2","2.5","IS.2","Revenue","IS.2.5","Total Operating Income",,,,,"calc_BD_total_operating_income_tstps_2_6","615091.00","616474.00","679109.00","823052.00","862954.00","989023.00","1079135.00","987080.00","961145.00","865043.00","747318.00","693985.00","9919409.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:05"
"356",,"Total Department Expense","calc_BD_total_department_expense_tstps_2_6","3","3.5","IS.2","Department Expenses","IS.2.5","Total Department Expense",,,,,"calc_BD_total_department_expense_tstps_2_6","225421.00","208016.00","228866.00","244885.00","252292.00","259078.00","274258.00","263870.00","260195.00","252524.00","230553.00","231247.00","2931205.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:05"
"357",,"Department Profit (Loss)","calc_BD_department_profit_loss_tstps_2_6","4","4.1","IS.4","Department Profit (Loss)","IS.4.1","Department Profit (Loss)",,,,,"calc_BD_department_profit_loss_tstps_2_6","389670.00","408458.00","450243.00","578167.00","610662.00","729945.00","804877.00","723210.00","700950.00","612519.00","516765.00","462738.00","6988204.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:05"
"358",,"Total Undistributed Expenses","calc_BD_total_undistributed_expenses_tstps_2_6","5","5.6","IS.5","Undistributed Expenses","IS.5.6","Total Undistributed Expenses",,,,,"calc_BD_total_undistributed_expenses_tstps_2_6","181621.00","185672.00","191157.00","213929.00","208821.00","218473.00","236179.00","222404.00","216685.00","206385.00","194359.00","190619.00","2466306.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:05"
"359",,"GOP Margin","calc_BD_gop_margin_tstps_2_6","6","6.2","IS.6","Gross Operating Profit","IS.6.1","GOP Margin",,,,,"calc_BD_gop_margin_tstps_2_6","33.82","36.14","38.15","44.25","46.57","51.71","52.70","50.74","50.38","46.95","43.14","39.21","45.59",,"2024","Steward Santa Barbara","2024-12-21 12:15:05"
"360",,"Income before Non-Operating Inc&Exp","calc_BD_income_before_non-operating_incexp_tstps_2_6","7","7.2","IS.7","Income Before Non-Operating Inc & Exp","IS.7.1","Income before Non-Operating Inc&Exp",,,,,"calc_BD_income_before_non-operating_incexp_tstps_2_6","189596.00","204291.00","238713.00","339547.00","375951.00","481801.00","536324.00","471193.00","455432.00","380182.00","299987.00","251298.00","4224316.00",,"2024","Steward Santa Barbara","2024-12-21 12:15:05"
